itemId,title,price,condition,itemDescription
v1|110555255868|410109491992,NEW Samsung Galaxy S20 Ultra 5G SM-G988U1 128GB Factory Unlocked ALL CARRIERS US,"['274.55', 'USD']",New,"Factory Unlocked for all GSM and CDMA carriers,including AT&T, T-Mobile, MetroPCS, Straight Talk, Cricket，Verizon, Sprint, Boost Mobile, U.S. Cellular, etc. Package Included Original box with Accessories 1x Smartphone 1x Charger 1x USB Cable 1x Headset 1x Manual Specification: NETWORK Technology GSM / CDMA / HSPA / EVDO / LTE / 5G 2G bands GSM 850 / 900 / 1800 / 1900 CDMA 800 / 1900 & TD-SCDMA 3G bands HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 CDMA2000 1xEV-DO 4G bands 1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 46, 48, 66, 71 5G bands 2, 5, 41, 66, 71, 260, 261 SA/NSA/Sub6/mmWave Speed HSPA 42.2/5.76 Mbps, LTE-A (7CA) Cat20 2000/200 Mbps; 5G (5+ Gbps DL) BODY Dimensions 166.9 x 76 x 8.8 mm (6.57 x 2.99 x 0.35 in) Weight 222 g (7.83 oz) Build Glass front (Gorilla Glass 6), glass back (Gorilla Glass 6), aluminum frame SIM Nano-SIM DISPLAY Type Dynamic AMOLED 2X, 120Hz, HDR10+, 1400 nits (peak) Size 6.9 inches, 114.0 cm2 (~89.9% screen-to-body ratio) Resolution 1440 x 3200 pixels, 20:9 ratio (~511 ppi density) Protection Corning Gorilla Glass 6 Always-on display 120Hz@FHD/60Hz@QHD refresh rate PLATFORM OS Android Chipset Qualcomm SM8250 Snapdragon 865 5G (7 nm+) CPU Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585) GPU Adreno 650 MEMORY Card slot microSDXC (uses shared SIM slot) Internal 128GB 12GB RAM UFS 3.0 MAIN CAMERA Quad 108 MP, f/1.8, 26mm (wide), 1/1.33"", 0.8µm, PDAF, OIS 48 MP, f/3.5, 103mm (periscope telephoto), 1/2.0"", 0.8µm, PDAF, OIS, 4x optical zoom, 10x hybrid zoom 12 MP, f/2.2, 13mm, 120 (ultrawide), 1/2.55"" 1.4µm, Super Steady video 0.3 MP, TOF 3D, f/1.0, (depth) Features LED flash, auto-HDR, panorama Video 8K@24fps, 4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS & OIS SELFIE CAMERA Single 40 MP, f/2.2, 26mm (wide), 1/2.8"", 0.7µm, PDAF Features Dual video call, Auto-HDR Video 4K@30/60fps, 1080p@30fps SOUND Loudspeaker Yes, with stereo speakers 3.5mm jack No 32-bit/384kHz audio Tuned by AKG COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot Bluetooth 5.0, A2DP, LE GPS Yes, with A-GPS, GLONASS, BDS, GALILEO NFC Yes Radio FM radio (Snapdragon model only; market/operator dependent) USB USB Type-C 3.2, USB On-The-Go FEATURES Sensors Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer Samsung DeX, Samsung Wireless DeX (desktop experience support) ANT+ Bixby natural language commands and dictation Samsung Pay (Visa, MasterCard certified) BATTERY Type Li-Ion 5000 mAh, non-removable Charging Fast charging 45W USB Power Delivery 3.0 Fast Qi/PMA wireless charging 15W Reverse wireless charging 4.5W"
v1|110555267475|0,Samsung Galaxy S24,"['600.00', 'USD']",New,"Condition: New, sealed item. Never opened. Description: No other accessories/components are included Tested for Full Functions, R2 / Ready for Reuse Payment and Return Policy Payment: Payment options (credit, debit, and gift cards; Apple Pay; Google Pay; PayPal and PayPal Credit). No separate PayPal account required - for buyers We will only ship to confirmed addresses All items are subjected to tax Returns: We accept returns for exchange or full refund if items in original resale condition. The returning shipping cost is buyer's responsibility. All returns must be postmarked within 30 days of receipt. If you might have any issue with your item, please CONTACT US FIRST. Shipping We offer free shipping for most items to all USA customers. We ship items 6 days a week (Mon, Tue, Wed, Thru, Fri, Sat). We usually ship within 1 business day of receiving payment. Most of our items ship via USPS. If you do not receive item within 2 weeks of making payment, please contact us. Please select: “I have a question about using my item or I want to send the seller a message” via eBay messages. Do not open the case with eBay without contacting us first. Please make sure that an address in your eBay profile is correct. Feedback As long as you are happy with your purchase, please leave us positive feedback. Customer satisfaction is our #1 priority. Please CONTACT US FIRST before leaving any Neutral or Negative Feedback. CONTACT US If you would like any additional information on our items or for any questions or issues, please feel free to contact us. You can contact us by selecting: “I have a question about using my item or I want to send the seller a message” via eBay messages. We usually respond within 12 hours or sooner."
v1|110555256550|0,Apple Iphone 13,"['620.36', 'USD']",New,Testing
v1|110555269256|410109497039,Apple iPhone 13 Pro Max A2484 256GB Unlocked Good Condition,"['639.99', 'USD']",New,"VISIT OUR STORE TOP QUALITY DEVICES, DIRECT TO YOU Apple iPhone 13 Pro Max A2484 256GB Unlocked Good Condition Megapixel Camera inch Screen. Specifications inches capacitive touchscreen Ultra wide HDR TOF 3D camera 4K Video Wireless charger Fast battery Charging 3110 mAh battery Apple iPhone 13 Pro Max A2484 256GB Unlocked Good Condition by DirectAuth 100% Functional Full Diagnostic Testing Performed Tested Battery Box Contents Charging cable, SIM Ejector, Device DirectAuth Good Condition Standards What should you expect when you buy a device from us? Good The pictures above are an Example of the type of wear the item may have when you receive it. This product is in good condition. There will be signs of minor wear in the form of scratches and scuffs but nothing that will impair functionality. Scratches will be visible without a screen. Once a screen is on the scratches are no longer visible. Good Device Ready to Ship The device is professionally cleaned, tested, and restored to factory settings. Battery health will be 80% or higher. We ship the item with a clear removable screen protector and padded sleeve to ensure safe shipping. Frequently asked questions Who is DirectAuth? DirectAuth sources its devices direct from premium manufacturers and mobile carriers, with full functional testing and grading done. You can be assured your device will be in top working order and in the stated condition. We pride ourselves by offering some of the best quality devices on the market, while cutting out the middleman. Why Buy Used? Sustainability. Direct Auth prides itself in being sustainable for the environment by offering renewed and refurbished phones. Buying a refurbished phone isn’t only good for saving money but it's also good for the environment by extending the life of each device and keeping them out of landfills. Are these devices tested? All our Devices are tested and inspected in an ISO9001 facility. Our skilled technicians run all devices through extensive cosmetic and functional testing to ensure you get the best quality device for your money. Our testing includes (but is not limited to): Screen Brightness & Pixels Wi-Fi Connectivity Camera Battery Health Cellular Connectivity Button Functionality Internal Speakers & Microphone Final QC with extensive Cleaning and Polishing Do you test for battery health? Yes, we test all our devices for battery health. They show at least 80% of their initial charging capacity to ensure the long term enjoyment of your device. What if I don't like the Device I ordered? We offer a 30-day money back guarantee - we'll even accept the return if you change your mind with your purchase. Comes with OEM charging cable and SIM tool. VISIT OUR STORE"
v1|110555269243|410109497281,Apple iPhone 13 Pro Max A2484 256GB Unlocked Good Condition,"['639.99', 'USD']",New,"VISIT OUR STORE TOP QUALITY DEVICES, DIRECT TO YOU Apple iPhone 13 Pro Max A2484 256GB Unlocked Good Condition Megapixel Camera inch Screen. Specifications inches capacitive touchscreen Ultra wide HDR TOF 3D camera 4K Video Wireless charger Fast battery Charging 3110 mAh battery Apple iPhone 13 Pro Max A2484 256GB Unlocked Good Condition by DirectAuth 100% Functional Full Diagnostic Testing Performed Tested Battery Box Contents Charging cable, SIM Ejector, Device DirectAuth Good Condition Standards What should you expect when you buy a device from us? Good The pictures above are an Example of the type of wear the item may have when you receive it. This product is in good condition. There will be signs of minor wear in the form of scratches and scuffs but nothing that will impair functionality. Scratches will be visible without a screen. Once a screen is on the scratches are no longer visible. Good Device Ready to Ship The device is professionally cleaned, tested, and restored to factory settings. Battery health will be 80% or higher. We ship the item with a clear removable screen protector and padded sleeve to ensure safe shipping. Frequently asked questions Who is DirectAuth? DirectAuth sources its devices direct from premium manufacturers and mobile carriers, with full functional testing and grading done. You can be assured your device will be in top working order and in the stated condition. We pride ourselves by offering some of the best quality devices on the market, while cutting out the middleman. Why Buy Used? Sustainability. Direct Auth prides itself in being sustainable for the environment by offering renewed and refurbished phones. Buying a refurbished phone isn’t only good for saving money but it's also good for the environment by extending the life of each device and keeping them out of landfills. Are these devices tested? All our Devices are tested and inspected in an ISO9001 facility. Our skilled technicians run all devices through extensive cosmetic and functional testing to ensure you get the best quality device for your money. Our testing includes (but is not limited to): Screen Brightness & Pixels Wi-Fi Connectivity Camera Battery Health Cellular Connectivity Button Functionality Internal Speakers & Microphone Final QC with extensive Cleaning and Polishing Do you test for battery health? Yes, we test all our devices for battery health. They show at least 80% of their initial charging capacity to ensure the long term enjoyment of your device. What if I don't like the Device I ordered? We offer a 30-day money back guarantee - we'll even accept the return if you change your mind with your purchase. Comes with OEM charging cable and SIM tool. VISIT OUR STORE"
v1|110555270296|0,The Draft Snowboard,"['2629.95', 'USD']",New,12341234qwerty
v1|110555267579|0,Samsung Galaxy S24,"['600.00', 'USD']",New,"Condition: New, sealed item. Never opened. Description: No other accessories/components are included Tested for Full Functions, R2 / Ready for Reuse Payment and Return Policy Payment: Payment options (credit, debit, and gift cards; Apple Pay; Google Pay; PayPal and PayPal Credit). No separate PayPal account required - for buyers We will only ship to confirmed addresses All items are subjected to tax Returns: We accept returns for exchange or full refund if items in original resale condition. The returning shipping cost is buyer's responsibility. All returns must be postmarked within 30 days of receipt. If you might have any issue with your item, please CONTACT US FIRST. Shipping We offer free shipping for most items to all USA customers. We ship items 6 days a week (Mon, Tue, Wed, Thru, Fri, Sat). We usually ship within 1 business day of receiving payment. Most of our items ship via USPS. If you do not receive item within 2 weeks of making payment, please contact us. Please select: “I have a question about using my item or I want to send the seller a message” via eBay messages. Do not open the case with eBay without contacting us first. Please make sure that an address in your eBay profile is correct. Feedback As long as you are happy with your purchase, please leave us positive feedback. Customer satisfaction is our #1 priority. Please CONTACT US FIRST before leaving any Neutral or Negative Feedback. CONTACT US If you would like any additional information on our items or for any questions or issues, please feel free to contact us. You can contact us by selecting: “I have a question about using my item or I want to send the seller a message” via eBay messages. We usually respond within 12 hours or sooner."
v1|110555265960|0,Samsung Galaxy S24,"['600.00', 'USD']",New,"Condition: New, sealed item. Never opened. Description: No other accessories/components are included Tested for Full Functions, R2 / Ready for Reuse Payment and Return Policy Payment: Payment options (credit, debit, and gift cards; Apple Pay; Google Pay; PayPal and PayPal Credit). No separate PayPal account required - for buyers We will only ship to confirmed addresses All items are subjected to tax Returns: We accept returns for exchange or full refund if items in original resale condition. The returning shipping cost is buyer's responsibility. All returns must be postmarked within 30 days of receipt. If you might have any issue with your item, please CONTACT US FIRST. Shipping We offer free shipping for most items to all USA customers. We ship items 6 days a week (Mon, Tue, Wed, Thru, Fri, Sat). We usually ship within 1 business day of receiving payment. Most of our items ship via USPS. If you do not receive item within 2 weeks of making payment, please contact us. Please select: “I have a question about using my item or I want to send the seller a message” via eBay messages. Do not open the case with eBay without contacting us first. Please make sure that an address in your eBay profile is correct. Feedback As long as you are happy with your purchase, please leave us positive feedback. Customer satisfaction is our #1 priority. Please CONTACT US FIRST before leaving any Neutral or Negative Feedback. CONTACT US If you would like any additional information on our items or for any questions or issues, please feel free to contact us. You can contact us by selecting: “I have a question about using my item or I want to send the seller a message” via eBay messages. We usually respond within 12 hours or sooner."
v1|110555256524|0,Test Iphone,"['620.36', 'USD']",New,Test
v1|110555267625|0,Test Item sandbox MIP,"['50.00', 'USD']",Brand New,"MENU UK Delivery Contact Seller OFFER FLAG Product name goes here A part of the Ten Motives family, Cirro offers a range of good value e-liquid flavours including Blueberry and Utterly Menthol. Available in convenient 10ml bottles and a range of nicotine strengths. Discover the Cirro range Cirro Blueberry E-Liquid A simple flavour profile of blueberries. SHOP NOW Cirro Cherry Bomb E-Liquids A simple flavour profile of cherries. SHOP NOW Cirro Strawberry Sensation E-Liquids A simple flavour profile of strawberries. SHOP NOW Cirro Utterly Menthol E-Liquids A simple flavour profile of menthol mint. SHOP NOW Cirro Regular Tobacco E-Liquids A simple blend of tobacco flavours. SHOP NOW 18+ only. This product contains nicotine and is addictive. For adult nicotine or tobacco consumers only. Read label in pack. Product Description: Lorem ipsum dolor sit amet, ius pertinax argumentum cu. Quem assentior id mea, persius assueverit mei no. An mei summo facete delectus. Sit feugait molestie te, ad nam quidam adipiscing, in est hinc indoctum. In fugit possit eam, mei inani dissentias ad, possim oportere no his. Delivery Information: We are pleased to offer a number of different delivery methods for your Ten Motives products. - Royal Mail Tracked (3 to 5 working days) - £3.49 (Delivery included on orders over £19.99) - Evri - Next Day Delivery - £4.99 (Next Working day delivery when ordered before 8pm *exceptions of weekends and bank holidays, Delivery included on orders over £49.99) Please note, Working Days are Monday to Friday, and exclude weekends and Bank Holidays. Once your order has been dispatched from our warehouse, you will be sent a dispatch confirmation e-mail with details of your order. Customers who have selected a Tracked delivery can find tracking information within the orders details in your account. Our new Tracked postage option is for your added security on orders classed as parcels by Royal Mail. Delivery times are not guaranteed. We will do our best to get your items to you as soon as possible, however there can occasionally be delays during increased demand and/or busy periods for Royal Mail. Please allow 10 working days before contacting us to report a lost/undelivered package, as sometimes it will take a while for Royal Mail or local domestic mail carrier to deliver, or indeed fail to deliver and return the item/s to us. Delivery times are estimates given by Royal Mail and may be subject to an extended delivery time period. Deliveries are generally made between 9am and 4pm in the UK. We take no responsibility for delays or non-delivery if the address or postcode supplied is not correct. *Please note we do not ship to the Channel Islands. Returns: In the event that there is an error with your order or you are experiencing a fault with a product please call or email us as soon as possible. We can often resolve the majority of issues and/or troubleshoot products over the phone or via email to resolve the problem promptly for you. If you are not happy with your purchase for any reason, we do offer a 14-day return/exchange period. Please contact our customer care team on 01270 897 444 (Monday to Sunday, 7:00-19:00) or by email at info@10motives.com. Please include your order number and reason for return, and whether you would like an exchange or a refund for the returned products. Our customer care team will provide you with the return instructions. If you would like to discuss or return a product purchased in one of our retailers, please keep the item in question, and the receipt, and call our customer service team on 01270 897444 who will be happy to assist. About us: We're passionate about our Ten Motives products because they provide a realistic alternative to tobacco which has already proven immensely popular with our thousands of online and retail customers. Electronic Cigarettes, or 'E-cigarettes' are intended as an alternative to traditional smoking where tobacco is lit and burned. Our Ten Motives products consist of several different battery-powered devices which provide doses of nicotine via inhalation from a vaporised Propylene Glycol/Vegetable Glycerine and nicotine solution. E-cigarettes are an increasingly accepted alternative to tobacco. Ten Motives products are intended for use by existing smokers aged 18 or over as an alternative to tobacco cigarettes. Not to be used by children. Please consult your doctor before using Ten Motives products if any of the following apply to you: if you are pregnant, planning to become pregnant or breast feeding; if you have a medical condition, unstable heart condition, severe hypertension or diabetes; if you are allergic/sensitive to nicotine of any of the ingredients; if you are unsure of use/ suitability. Do not use if you are allergic to any of the ingredients. Ten Motives electronic cigarettes may be hazardous to health and contain nicotine which is addictive. Keep ten motives products out of reach of children. © Ten Motives whose registered office is at Building 7, Chiswick Business Park, 566 Chiswick High Road, London, England, W4 5YG. Company No: 10235033, VAT No: 239136950."
v1|110555283946|410109503787,China-098087,"['1.00', 'USD']",New,best
v1|110555283952|410109503058,test1,"['100000.00', 'USD']",New,
v1|110555282650|410109503155,China-6567878,"['1.00', 'USD']",New,best
v1|110555282447|410109501138,China-Panda,"['1.00', 'USD']",New,best
v1|110555282457|410109503140,China-Pianoss,"['1.00', 'USD']",New,best
v1|110555282573|410109503146,China-324543554,"['1.00', 'USD']",New,best
v1|110555282575|410109503148,China-4354656,"['1.00', 'USD']",New,best
v1|110555282537|410109501887,China-Pian34343554,"['1.00', 'USD']",New,best
v1|110555282467|410109501964,China-Pianoss2344352,"['1.00', 'USD']",New,best
v1|110555282465|410109502200,China-Pianoss2342,"['1.00', 'USD']",New,best
v1|110555282469|410109502570,China-Pianoss23443554542,"['1.00', 'USD']",New,best
v1|110555282535|410109502571,China-Pian3434,"['1.00', 'USD']",New,best
v1|110555282313|0,China-Panda,"['1.00', 'USD']",New,best
v1|110555293667|0,Ford E350 Brake Hardware Kit,"['19.00', 'USD']",New,Tag No. 303-19019 Part No. 11865019 Condition New Aftermarket Year 2008-2011 Type Hardware Kit Hydraulic/Air Hydraulic
v1|110555293580|0,SKF Bearings & Races,"['5.00', 'USD']",New,"Tag No. 302-16120 Part No. LM48510 Condition New Aftermarket Item Bearing Race Width 0.7100"" Diameter 2.5630"""
v1|110555292483|410109503277,Rocket 25mm 32000RPM Metal Cooling Fan for 1/8 1/10 RC Brushless Motor Car,"['17.99', 'USD']",New,"Rocket 25mm 32000RPM Metal Cooling Fan for 1/8 1/10 RC Brushless Motor Car 🚀 Rocket Cooling Fan for RC Model Cars: Boost Performance & Longevity! 🔸 Compact & Handy: Designed for easy installation and removal. Perfect for on-the-go RC enthusiasts. 🔸 Built to Last: Crafted from high-quality Aluminium & Plastic. Ensures durability and stands the test of time. 🔸 Superior Cooling: Achieve optimal motor temperatures and prevent overheating. Enhances motor life and performance. 🔸 Blazing Speeds: Turbo-charge your RC car with a staggering 32000RPM. 🔸 Versatile Fit: Ideal for 1/10, 1/8, and 1/12 scale RC cars. Plus, a variety of color choices - Black red, Black orange, Black silver. 📌 Specifications: Brand: Rocket Material: Aluminium & Plastic Max RPM: 32000 Cable Length: 18cm Size: 25x25x10mm Weight: 18g Connector: ZH1.5-2P Note: Ensure correct wiring. Incorrect connections won't work. Upgrade your RC experience. Limited stock. Get yours NOW! Payment Delivery details Terms of sales About us Contact us We support multiple payment methods, including credit cards, PayPal, and more, ensuring that your payments are safe and convenient. Brand Rocket MPN SP-360005-01 Type Cooling Fan Compatible Scale 1:8, 1:10 Compatible Brand Universal Compatible Fuel Type Electric"
v1|110555293589|0,International Bearings & Races,"['21.00', 'USD']",New,Tag No. 302-16178 Part No. ETN0129564 Condition New Item Bearing Race Width N/A Diameter N/A
v1|110555293591|0,Fuller Bearings & Races,"['17.00', 'USD']",New,Tag No. 302-16219 Part No. 14287 Condition New Item Bearing Width N/A Diameter N/A
v1|110555293598|0,Hyatt SET426 Bearings & Races,"['40.00', 'USD']",New,"Tag No. 302-16291 Part No. HYTSET426 Condition New Aftermarket Item Bearing & Race Set Width 1.3125"" Diameter 3.0000"" & 5.2500"""
v1|110555293590|0,International Bearings & Races,"['31.00', 'USD']",New,Tag No. 302-16181 Part No. 2596991C91 Condition New Item Bearing & Race Set Width N/A Diameter N/A
v1|110555293588|0,Eaton Bearings & Races,"['41.00', 'USD']",New,Tag No. 302-16174 Part No. ETN0078916 Condition New Item Bearing Width N/A Diameter N/A
v1|110555293582|0,SKF Bearings & Races,"['45.00', 'USD']",New,"Tag No. 302-16129 Part No. 32207 Condition New Aftermarket Item Bearing & Race Set Width 0.9550"" Diameter 1.3780"" & 2.8350"""
v1|110555277644|0,Mcdonalds 2019 The Lego Movie 2 - Complete Set - ON HAND,"['29.99', 'USD']",New,MCDONALDS THE LEGO MOVIE 2 COMPLETE SET READY TO SHIP FREE SHIPPING WITH TRACKING
v1|110555277639|0,Lego 40249 Dog November 2017 Monthly Mini Build NEW,"['13.50', 'USD']",New,Lego 40249 Dog November 2017 Monthly Mini Build NEW . Condition is New. Shipped with USPS First Class Package.
v1|110555294802|410109504127,2 Seater Kids Ride On Truck 12V Battery Powered Electric Car Vehicle Jeep RC MP3,"['199.99', 'USD']",New,"2 Seater Kids Ride On Truck 12V Battery Powered Electric Car Vehicle Jeep RC MP3 Description: Hyper-realistic appearance with accessible magnate doors, steering wheel, bright headlights and roof lights makes your little child come into focus. Start the car. Your kids can easily operate the electric vehicle easily with a push-start button, steering, accelerate pedal. Your baby is too small? 2.4G remote control can override manual operation. With these integrated features, your kids will be able to build their motor skills. Let your toddlers experiment with noise and have fun with the included MP3 player, built-in music, USB, and TF card slot. Featuring bright LED headlights, your child will be the center of attention. Features: 【Two Driving Modes】 This 12V kid's ride-on car can be operated manually by kids with the pedals and steering wheel, or driven by parents at walking distance with the 2.4G Bluetooth remote control. 【Steady & Safe Experience】 This 12V kids' ride-on truck adopts a shock absorber spring, minimizing the shock feeling and ensuring smooth driving. More, it is worth mentioning that its slow start and stop are capable of protecting kids from danger caused by too fast speed. Meanwhile, it is equipped with a safety belt and handrail, intended to provide protection for kids. 【Multiple Function】The realistic LED lights, lockable double doors, forward and backward functions, and the three-gear speed adjustment function provide your child with a real driving experience. Storytelling function and music playing by connecting to the MP3 player or other devices through AUX input, USB port, and TF card slot, bringing more joy to your kids. 【Durable & Intelligent Design】 Crafted with a sturdy iron body and wear-resistant PP wheels, it can last for several years. And the retractable handle makes it super convenient to drag the car out of the house to play and easy to tow home when the battery is low. 【Best Choice for Kids】 Designed for kids aged 3-7 years old, this battery-powered electric ride-on truck is a wonderful Birthday or Christmas gift for little boys or girls. Besides, there are 2 wide seats to accommodate 2 kids at a time, so that kids can share driving fun together. Specifications: Color: Pink/Black/Green Material: PP + Iron Overall Dimension: 38.6"" (L) x 25.6"" (W) x 27.6"" (H) Recommended Age: 3-8 Years Old Net Weight: 45.1 lbs Maximum Weight Capacity: 66 lbs Charge Time: 8-12 Hours Operation Time: 1-2 Hours Speed: 1.86-3.73 mph Charger Type: 12V 1000MA Motor Type: 12V x 2 Battery Type: 12V 7AH x 1 Package includes: 1 x Kid Ride on Truck Car 1 x 2.4G Remote Control 1 x Charger 1 x Instruction PAYMENT SHIPPING Return and Refund Policy FEEDBACK Help - Customer Support - Contac We accept payment via PayPal. Use PayPal at checkout to pay with credit or debit. Immediate payment is required. Shipping will be arranged within 1 business day once payment is cleared. Maximum Weight Capacity 66 lbs Speed 3 speed ( 1.86Mph-3.11Mph） Size 38.6"" (L) x 25.6"" (W) x 27.6"" (H) Age Level 3-4 Years, 4-7 Brand DAZONE Theme Cars Recommended Age Range 3-6 Years Old Item Weight 42 lbs Material PP + Iron Net Weight 45.1 lbs Charge Time 8-12 Hours Operation Time 1-2 Hours Battery Type 12V 7AH MPN Does not apply"
v1|110555293686|0,Conmet Hub,"['361.00', 'USD']",New,Tag No. 305-19256 Part No. 1026780 Condition New Axle Position Front Material Cast Iron Assembly Type Unitized Barrel Type N/A Wheel Stud Thread Size 22MM # of Wheel Studs 10 Wheel Stud Standout N/A Axle Stud Thread Size N/A ABS Yes
v1|110555293732|0,Conmet Hub,"['304.00', 'USD']",New,"Tag No. 305-19304 Part No. 10001280 S/B Condition New Axle Position Rear Material N/A Assembly Type Conventional Barrel Type Short Wheel Stud Thread Size N/A # of Wheel Studs 10 Wheel Stud Standout N/A Axle Stud Thread Size 5/8"" ABS ABS Ready"
v1|110555293749|0,ConMet Hub,"['283.00', 'USD']",New,Tag No. 305-19369 Part No. 103110 Condition New Wheel Stud Thread Size RH BUDD
v1|110555293595|0,SKF Bearings & Races,"['71.81', 'USD']",New,"Tag No. 302-16242 Part No. 33208 Condition New Aftermarket Item Bearing & Race Set Width 1.2598"" Diameter 1.5750"" & 3.1496"""
v1|110555293596|0,International Bearings & Races,"['108.00', 'USD']",New,Tag No. 302-16268 Part No. 2613515C1 Condition New Item Bearing Width N/A Diameter N/A
v1|110555282752|0,7.4V 1200mAh 2S 25C Airsoft Lipo Battery JST Tamiya Plug For RC Car Boat Tank,"['17.79', 'USD']",New,"7.4V 1200mAh 2S 25C Airsoft Lipo Battery JST Tamiya Plug For RC Car Boat Tank About this item [High Discharge Performance] - Using advanced Li-Ion technology, this LiPo airsoft battery has no memory effect so it can maximize your airsoft performance. 25C discharge rate makes it better than market standard 7.2V NiMH large batteries [Widely Used] - This 7.4V airsoft battery pack is designed to fit popular models of airsoft guns. Equipped with mini tamiya connector, it will fit many other series and models like M4, AK47, AEG, MP5K, MP5, SCAR, M249, M60, G36, RPK, AUG. We recommend finding the voltage and measuring the gun compartment for best fit [Safer Battery] - The steel shell of NiMH battery may feature a risk of exploration when the battery is short circuit or a in a high temperature, which won't exist in this safe tamiya Lipo battery that is with a good heat dissipation [Note] - Please correctly set the battery category of the charger, do not configure a battery or nickel-hydrogen and other batteries than 2S. ONLY use a LiPo balance charger for charging LiPos. If the battery is inflated, do not use and contact us in time Specification: Voltage: 7.4V Capacity: 1200mAh Discharge Rate(C): 25C Configuration: 2S Connector Type: Tamiya Plug Balancer Connector Type: JST-XH Compatible with: 7.4V 1200mAh 2S Lipo Battery specially designed for 1/8 and 1/10 rc car, Losi, HPI Strada XB 1/10 RTR Electric Buggy, Team Associated, Axial, Tamiya, Duratrax, Jammin, Redcat Racing, Exceed RC, ElectrixRC, Emaxx, Bandit, Rustler version, etc. - It also could be used for RC airplane, RC helicopter, RC boat, drone, FPV. For RC battery, only if the voltage, dimension and plug match, then it will fit. Notice: - Please check if the lipo batteries’ voltage, dimension and the plug match or not. - For lipo battery, never over charge exceed 4.2V and never over discharge below 3.2V. - To double make sure safety, please check first whether the battery surface and whether the voltage is normal when you get it before using. If the new lipo battery won’t hold a full charge or loss the charge very quickly in short time, please use Professional lipo battery Charger to charge and recycle several times first. For most lipo battery, the safest charge rate is 1C - 2C. Lipo Battery Storage -Do not directly connect the terminals with metal objects. This will short-circuit Batteries, resulting in heat and electrical discharge. Never store loose Batteries together, the Batteries’ terminals may contact one another causing a short circuit. Never storage Batteries to extreme temperatures or direct sunlight. The battery should be stored within -10℃ ~ 45℃ range environmental condition. If the battery has to be stored for a long time (Over 3 months), the environmental condition should be: - Temperature: 23±5℃ - Humidity: 65±20%RH Payment Delivery details Terms of sales About us Contact us - All payments must be prepaid. - We only accept payment via PayPal. Please kindly check if you can do the payment via PayPal before placing an order. If you do not have PayPal account. - Payment must be received within 7 days after auctions ended. Unpaid dispute will be filed to eBay for the non payable bidders. Brand Unbranded MPN Does Not Apply Chemical Composition Lipo Capacity 1200mAh Voltage 7.4v"
